x_VG_320, y_VG_320
24.109589041095887,957.5507155731807
26.164383561643838,824.394767453383
28.424657534246577,703.1613507851158
30.684931506849317,605.4194784025268
33.97260273972603,483.66482952875003
36.43835616438356,412.5648554985953
39.31506849315068,345.40816434708415
41.78082191780822,297.4143731812122
45.06849315068493,246.7042334427179
48.35616438356164,206.5726799581824
51.84931506849315,171.36238160421132
56.16438356164384,138.23722990004845
60.47945205479452,112.56832095378554
64.17808219178082,96.05758155013393
68.90410958904108,78.23097208118065
73.42465753424656,65.53038912748637
77.32876712328766,56.450500366450505
81.84931506849314,47.73241947408332
86.16438356164382,41.12391096974553
90.4794520547945,35.43034424152314
94.7945205479452,30.813282549115755
99.72602739726025,26.303961761906276
105.4794520547945,22.04209769723372
110.82191780821917,18.996503265470796
116.98630136986301,15.920669903584015
119.24657534246573,15.058408078044982
