dm, v1
10.162117938986839, 26.3529765179727
12.332269913884678, 24.020445630690975
14.965522742296994, 21.693241410538956
17.955611962083868, 19.773600486040444
21.299430017075696, 18.191352028219377
25.847989716271975, 16.581215486022778
31.011671255231406, 14.975097999319866
40.294623469586334, 13.153143220872122
50.59847903525317, 11.76888121814124
63.53571213668002, 10.433567113661496
85.42232787163402, 8.99594797594364
109.73692414254135, 7.974890488954544
139.37461900658673, 7.069886499458454
179.0461858672928, 6.267440713673657
224.83060770591845, 5.607843240383787
285.5657947171245, 5.064068492042514
331.1256753207325, 4.745856776885584
388.34711009668104, 4.406682567691626
487.6747609027824, 4.016367002649913
