dm, v1
10.17117534689311, 37.76952516256164
11.793640672078412, 35.0710352243307
13.831369753179791, 32.26545020248308
17.36783286473381, 28.604566050100637
20.368682143444218, 26.316280530346784
23.888024228002728, 24.211051471255313
28.015445353753964, 22.27423486642889
32.856010646921426, 20.492358189146934
38.53293859867062, 18.853026677258136
45.1907376402084, 17.344837115020358
52.99888466166982, 15.95729851215277
62.867266834405775, 14.54556502614174
73.72960031054113, 13.38196038457294
91.53385842815986, 11.973890746771122
108.5774453353287, 10.91456717065447
134.7967772503215, 9.766120291341913
163.57931261760518, 8.81993649833669
194.0377492954519, 8.039641532386781
240.89407509224463, 7.193698575208794
292.33107809444425, 6.496742076560943
346.7709901972217, 5.976884292504027
420.8250165067028, 5.447863701131103
510.6935110608494, 4.965667303167365
626.8442983410154, 4.484469627577182
778.2149505650086, 4.012607109472936
