dm, v1
10.236674200111606, 505.1128805151856
14.079702586439215, 427.53013373905605
18.929841662694713, 368.6216611602423
24.04240405140255, 326.7898548894548
33.83011790996449, 274.04319055644675
48.147049813359246, 227.69397970262816
65.47322465507943, 194.51260591389618
92.1275137582474, 163.11661555749532
123.86335844203388, 140.64112221465086
178.299272301117, 115.77823880797466
262.56533580083385, 93.56334087746032
345.0562901827625, 80.67513180691843
474.58567768855744, 67.65656974506803
630.823315585188, 57.799758084400885
918.4489157113634, 47.143597432330075
1399.5048068283552, 37.39863461571535
1991.7308183080222, 30.78791532313064
