dm, v1
10.16583282251177, 30.546229716705433
12.196951123968613, 27.84318541163294
14.80130995405199, 25.14561769833307
18.167680911790757, 22.708883207482426
23.07439929722306, 20.13184093608863
29.306321787176728, 17.847245757221256
35.97085273069317, 15.969696995699882
44.65711095033186, 14.289341889398488
55.44093083811135, 12.785796229389886
68.82883255960833, 11.440455864574627
86.42925386601328, 10.236440361868
103.6976904391366, 9.330614926749599
124.41633499556904, 8.504946234590781
156.23119850388713, 7.609869391731573
193.9579808609381, 6.809147693998303
243.55554124285646, 6.092539939828378
298.94917215671006, 5.5021427427355
384.04201155386824, 4.877638904232193
460.7940869204578, 4.528839651125623
546.6188303907759, 4.205079039597769
605.5908410874995, 3.9777446414433424
