x_0_5, y_0_5
0.005078315360933399, 0.18473805104824834
0.010195406181663336, 0.21758955948435307
0.020496955978036163, 0.27065349946201070
0.040445909811112145, 0.36041811720982836
0.057446951800757320, 0.43034006744616304
0.096339804915225110, 0.58093591304108700
0.158578731887119550, 0.83957991322745030
0.261471773537746527, 1.29901219213077650
0.460544700517082600, 2.43272523100623240
0.659574701571399000, 4.02959705201831200
1.008683147854080300, 7.96957846348836300
1.452101095261976000, 16.19779993960838000
2.096953853981713000, 37.22099529498141400
2.290798834527247400, 48.89421459664280000
