x_VG_100, y_VG_100
20,324.5001503036602
22.465753424657535,279.41148693518704
25.136986301369863,236.12300510583557
29.041095890410958,186.90832986856702
33.35616438356164,146.58626931853914
37.054794520547944,120.47091843200766
40.54794520547945,100.88032192422607
44.657534246575345,82.91847411593362
47.945205479452056,71.41550001864029
50.821917808219176,62.66730431352595
55.34246575342466,52.002401616993524
59.45205479452055,43.96561383643597
63.561643835616444,37.52187339193622
67.46575342465752,32.62805571875827
71.78082191780821,28.11073214553156
76.09589041095889,24.218827764950696
80.61643835616438,21.064136936153    
85.13698630136984,18.320369143016276
89.24657534246575,16.23424603061157
93.76712328767121,14.252935074340554
98.69863013698628,12.51504463882114
103.42465753424655,11.092110194653719
108.15068493150685,9.8309604257177
112.87671232876711,8.795476102404475
118.83561643835615,7.653244682396254
