x_VG_680, y_VG_680
37.096598639455785, 876.2880825287615
39.695238095238096, 728.4038621362054
42.09795918367347, 622.4991663438612
44.49795918367347, 527.0982510512459
46.90340136054422, 454.6443965212713
49.30612244897959, 388.5423630064142
52.315646258503406, 325.969859186333
55.12380952380953, 276.0134502375005
58.13605442176872, 233.71309513761136
61.95646258503402, 192.48400577313836
67.18639455782314, 148.5970256061676
71.01224489795918, 124.66633274567987
73.8312925170068, 109.53601031609514
77.46122448979592, 94.4794129143623
80.88979591836735, 82.24910613248524
84.52244897959184, 71.60200567423773
88.76190476190477, 61.19158774095959
92.39727891156463, 53.76497598373663
96.43809523809524, 46.8051301282445
101.08571428571429, 39.99999999999997
104.72653061224491, 35.801002837118865
108.97142857142859, 31.166583186419974
113.82585034013607, 26.882487991868327
117.87210884353743, 23.8391588704717
119.0857142857143, 22.973967099940683
