x_VG_1500, y_VG_1500
47.910204081632656, 868.2267695665084
50.715646258503405, 728.4038621362054
53.31972789115647, 616.7725557705921
56.3265306122449, 512.6847216573573
59.94013605442178, 418.3581591046731
63.15374149659865, 350.98399350227965
65.56462585034014, 308.38627788529607
69.38775510204081, 256.34236082867864
73.01224489795919, 217.05669239162728
77.44489795918368, 178.76594209155496
82.08163265306125, 147.23002409997991
87.73061224489796, 117.94153738328798
92.57414965986395, 98.03747540233026
96.81632653061224, 84.56144324491034
101.25986394557823, 72.26681606329451
105.5047619047619, 62.91191743151841
109.34421768707483, 55.27651519871098
113.99183673469389, 47.23970645718117
119.04761904761907, 40.37139204847493
