dm, v1
10.186288969821817, 68.81153956744454
12.937396918614187, 61.00269029005855
15.346337746865172, 55.60581559014311
19.71406626183412, 48.841614531757024
23.923520085500076, 44.10962857259092
28.3780749431721, 40.20727381849449
33.66206706212889, 36.6501582586424
40.84977329306023, 33.09933308744854
50.71419551551286, 29.616572369844373
60.84681646783816, 26.995793700184386
72.17648203971045, 24.60749057237293
87.58799401626348, 22.223410910078595
106.29025520490417, 20.07031115284403
131.95426106073091, 17.79351138895959
163.8186372915757, 15.921251838291804
198.79807684382024, 14.378732393072424
241.24651511085295, 12.985658874784324
302.92944432936736, 11.512287436152297
376.0809872042818, 10.300947547627395
431.1294180196547, 9.565202246023917
541.3624108714106, 8.479920711222732
649.5258166286619, 7.729530185173583
779.30011023122, 7.045541924046444
935.0031149779458, 6.422079973076832
1147.6577611834582, 5.799748719928295
1474.326862993495, 5.141466027656824
1768.9355889354988, 4.729946980984626
2004.9690375158034, 4.474032835862339
