x_0_3, y_0_3
0.004939923993223157, 0.1387277653717140
0.010100775884235710, 0.1505581391547725
0.020250680924787892, 0.1679159826454990
0.050941250216901234, 0.2088659420346515
0.100031246096633462, 0.2562829700104909
0.202017821433662340, 0.3412814750510517
0.383112027515005840, 0.4734521639659473
0.522780087231433700, 0.5809359130410870
1.059018892069667280, 0.9754842469234920
2.068183997076437700, 1.9292743530918943
4.149292529558564000, 4.9444016117545880
5.473536763832045000, 7.9695784634883630
